ACTO,CONVOCATORIA,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"CORBRAN RIZZO, Roxana Lilián",1007,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,93,FDA,Departamental,"CORBRAN RIZZO, Roxana Lilián",1007,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,95,FDA,Departamental,"CORBRAN RIZZO, Roxana Lilián",1007,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,6
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,14
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,15
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,6
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,14
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5050,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,22
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,15
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,26
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,9
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,13
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,11
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,28
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,16
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,9
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,23
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,13
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,14
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,20
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,6
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,6
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,18
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,27
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,10
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,16
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,9
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5050,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,31
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,20
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,10
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,16
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5050,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,26
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,12
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,9
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,13
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5050,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,11,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,28
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,6
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,12
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5050,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,12,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,29
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,8
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,7
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,21
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,14
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,13,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,27
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,12
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5050,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,14,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,22
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,11
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",418,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,15
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4020,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",4300,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,15,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,21
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,6
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,5
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,19
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",597,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",633,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",1151,2
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,13
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",7171,22
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3,4
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",11,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",44,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",88,14
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",132,3
2024-06-30,Nacional_-_O.D.N.,Treinta y Tres,17,FAA,Departamental,"DELGADO CERETTA, Alvaro Luis",3131,22
