ACTO,PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS
2024-06-30,Nacional,Colonia,162,NGC,Departamental,25404,7
2024-06-30,Nacional,Colonia,162,NGC,Departamental,33904,3
2024-06-30,Nacional,Colonia,163,NGC,Departamental,12,8
2024-06-30,Nacional,Colonia,163,NGC,Departamental,32,2
2024-06-30,Nacional,Colonia,163,NGC,Departamental,105,1
2024-06-30,Nacional,Colonia,163,NGC,Departamental,128,2
2024-06-30,Nacional,Colonia,163,NGC,Departamental,828,6
2024-06-30,Nacional,Colonia,163,NGC,Departamental,1252,1
2024-06-30,Nacional,Colonia,163,NGC,Departamental,1919,1
2024-06-30,Nacional,Colonia,163,NGC,Departamental,3904,8
2024-06-30,Nacional,Colonia,163,NGC,Departamental,9904,2
2024-06-30,Nacional,Colonia,163,NGC,Departamental,25404,6
2024-06-30,Nacional,Colonia,163,NGC,Departamental,27404,1
2024-06-30,Nacional,Colonia,164,NGC,Departamental,12,3
2024-06-30,Nacional,Colonia,164,NGC,Departamental,105,1
2024-06-30,Nacional,Colonia,164,NGC,Departamental,503,2
2024-06-30,Nacional,Colonia,164,NGC,Departamental,828,5
2024-06-30,Nacional,Colonia,164,NGC,Departamental,2828,1
2024-06-30,Nacional,Colonia,164,NGC,Departamental,3904,13
2024-06-30,Nacional,Colonia,164,NGC,Departamental,9904,6
2024-06-30,Nacional,Colonia,164,NGC,Departamental,25404,6
2024-06-30,Nacional,Colonia,164,NGC,Departamental,26404,1
2024-06-30,Nacional,Colonia,164,NGC,Departamental,30404,2
2024-06-30,Nacional,Colonia,165,NHA,Departamental,12,7
2024-06-30,Nacional,Colonia,165,NHA,Departamental,32,1
2024-06-30,Nacional,Colonia,165,NHA,Departamental,1919,2
2024-06-30,Nacional,Colonia,165,NHA,Departamental,3904,50
2024-06-30,Nacional,Colonia,165,NHA,Departamental,4904,1
2024-06-30,Nacional,Colonia,165,NHA,Departamental,6904,5
2024-06-30,Nacional,Colonia,165,NHA,Departamental,9904,2
2024-06-30,Nacional,Colonia,165,NHA,Departamental,29404,1
2024-06-30,Nacional,Colonia,165,NHA,Departamental,30404,1
2024-06-30,Nacional,Colonia,165,NHA,Departamental,33904,1
2024-06-30,Nacional,Colonia,166,NHB,Departamental,12,12
2024-06-30,Nacional,Colonia,166,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,166,NHB,Departamental,128,5
2024-06-30,Nacional,Colonia,166,NHB,Departamental,828,1
2024-06-30,Nacional,Colonia,166,NHB,Departamental,1919,17
2024-06-30,Nacional,Colonia,166,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,166,NHB,Departamental,3904,18
2024-06-30,Nacional,Colonia,166,NHB,Departamental,6904,3
2024-06-30,Nacional,Colonia,166,NHB,Departamental,9904,8
2024-06-30,Nacional,Colonia,166,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,166,NHB,Departamental,30404,2
2024-06-30,Nacional,Colonia,166,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,12,18
2024-06-30,Nacional,Colonia,167,NHB,Departamental,105,2
2024-06-30,Nacional,Colonia,167,NHB,Departamental,128,6
2024-06-30,Nacional,Colonia,167,NHB,Departamental,338,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,828,3
2024-06-30,Nacional,Colonia,167,NHB,Departamental,1919,17
2024-06-30,Nacional,Colonia,167,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,2828,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,3904,26
2024-06-30,Nacional,Colonia,167,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,167,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,167,NHB,Departamental,9904,13
2024-06-30,Nacional,Colonia,167,NHB,Departamental,19250,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,167,NHB,Departamental,30404,3
2024-06-30,Nacional,Colonia,168,NHB,Departamental,12,30
2024-06-30,Nacional,Colonia,168,NHB,Departamental,128,12
2024-06-30,Nacional,Colonia,168,NHB,Departamental,503,2
2024-06-30,Nacional,Colonia,168,NHB,Departamental,828,3
2024-06-30,Nacional,Colonia,168,NHB,Departamental,1252,1
2024-06-30,Nacional,Colonia,168,NHB,Departamental,1919,15
2024-06-30,Nacional,Colonia,168,NHB,Departamental,2519,2
2024-06-30,Nacional,Colonia,168,NHB,Departamental,2828,3
2024-06-30,Nacional,Colonia,168,NHB,Departamental,2855,2
2024-06-30,Nacional,Colonia,168,NHB,Departamental,3904,33
2024-06-30,Nacional,Colonia,168,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,168,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,168,NHB,Departamental,6904,6
2024-06-30,Nacional,Colonia,168,NHB,Departamental,9904,12
2024-06-30,Nacional,Colonia,168,NHB,Departamental,30404,3
2024-06-30,Nacional,Colonia,168,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,169,NHB,Departamental,12,13
2024-06-30,Nacional,Colonia,169,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,169,NHB,Departamental,128,8
2024-06-30,Nacional,Colonia,169,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,169,NHB,Departamental,828,4
2024-06-30,Nacional,Colonia,169,NHB,Departamental,1919,16
2024-06-30,Nacional,Colonia,169,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,169,NHB,Departamental,3904,32
2024-06-30,Nacional,Colonia,169,NHB,Departamental,4904,1
2024-06-30,Nacional,Colonia,169,NHB,Departamental,6904,4
2024-06-30,Nacional,Colonia,169,NHB,Departamental,9904,16
2024-06-30,Nacional,Colonia,169,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,169,NHB,Departamental,27404,2
2024-06-30,Nacional,Colonia,169,NHB,Departamental,30404,3
2024-06-30,Nacional,Colonia,169,NHB,Departamental,33904,2
2024-06-30,Nacional,Colonia,170,NHB,Departamental,12,17
2024-06-30,Nacional,Colonia,170,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,170,NHB,Departamental,128,11
2024-06-30,Nacional,Colonia,170,NHB,Departamental,828,2
2024-06-30,Nacional,Colonia,170,NHB,Departamental,1919,17
2024-06-30,Nacional,Colonia,170,NHB,Departamental,1971,1
2024-06-30,Nacional,Colonia,170,NHB,Departamental,2519,2
2024-06-30,Nacional,Colonia,170,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,170,NHB,Departamental,3904,28
2024-06-30,Nacional,Colonia,170,NHB,Departamental,4904,5
2024-06-30,Nacional,Colonia,170,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,170,NHB,Departamental,9904,16
2024-06-30,Nacional,Colonia,170,NHB,Departamental,30404,2
2024-06-30,Nacional,Colonia,171,NHB,Departamental,12,16
2024-06-30,Nacional,Colonia,171,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,171,NHB,Departamental,128,14
2024-06-30,Nacional,Colonia,171,NHB,Departamental,828,4
2024-06-30,Nacional,Colonia,171,NHB,Departamental,1919,13
2024-06-30,Nacional,Colonia,171,NHB,Departamental,2519,3
2024-06-30,Nacional,Colonia,171,NHB,Departamental,2828,3
2024-06-30,Nacional,Colonia,171,NHB,Departamental,2855,1
2024-06-30,Nacional,Colonia,171,NHB,Departamental,3904,25
2024-06-30,Nacional,Colonia,171,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,171,NHB,Departamental,6904,4
2024-06-30,Nacional,Colonia,171,NHB,Departamental,9904,14
2024-06-30,Nacional,Colonia,171,NHB,Departamental,23404,4
2024-06-30,Nacional,Colonia,171,NHB,Departamental,30404,4
2024-06-30,Nacional,Colonia,172,NHB,Departamental,12,12
2024-06-30,Nacional,Colonia,172,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,172,NHB,Departamental,128,7
2024-06-30,Nacional,Colonia,172,NHB,Departamental,338,1
2024-06-30,Nacional,Colonia,172,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,172,NHB,Departamental,828,5
2024-06-30,Nacional,Colonia,172,NHB,Departamental,1919,24
2024-06-30,Nacional,Colonia,172,NHB,Departamental,2828,3
2024-06-30,Nacional,Colonia,172,NHB,Departamental,3904,31
2024-06-30,Nacional,Colonia,172,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,172,NHB,Departamental,6904,5
2024-06-30,Nacional,Colonia,172,NHB,Departamental,9904,11
2024-06-30,Nacional,Colonia,172,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,173,NHB,Departamental,12,14
2024-06-30,Nacional,Colonia,173,NHB,Departamental,32,6
2024-06-30,Nacional,Colonia,173,NHB,Departamental,128,12
2024-06-30,Nacional,Colonia,173,NHB,Departamental,828,5
2024-06-30,Nacional,Colonia,173,NHB,Departamental,1919,14
2024-06-30,Nacional,Colonia,173,NHB,Departamental,2828,5
2024-06-30,Nacional,Colonia,173,NHB,Departamental,2855,1
2024-06-30,Nacional,Colonia,173,NHB,Departamental,3904,35
2024-06-30,Nacional,Colonia,173,NHB,Departamental,4904,1
2024-06-30,Nacional,Colonia,173,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,173,NHB,Departamental,6904,4
2024-06-30,Nacional,Colonia,173,NHB,Departamental,9904,16
2024-06-30,Nacional,Colonia,173,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,173,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,173,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,174,NHB,Departamental,12,13
2024-06-30,Nacional,Colonia,174,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,174,NHB,Departamental,128,8
2024-06-30,Nacional,Colonia,174,NHB,Departamental,828,1
2024-06-30,Nacional,Colonia,174,NHB,Departamental,1919,13
2024-06-30,Nacional,Colonia,174,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,174,NHB,Departamental,2828,3
2024-06-30,Nacional,Colonia,174,NHB,Departamental,3904,28
2024-06-30,Nacional,Colonia,174,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,174,NHB,Departamental,5904,3
2024-06-30,Nacional,Colonia,174,NHB,Departamental,6904,3
2024-06-30,Nacional,Colonia,174,NHB,Departamental,9904,11
2024-06-30,Nacional,Colonia,174,NHB,Departamental,20404,1
2024-06-30,Nacional,Colonia,174,NHB,Departamental,23404,3
2024-06-30,Nacional,Colonia,174,NHB,Departamental,25404,1
2024-06-30,Nacional,Colonia,175,NHB,Departamental,12,7
2024-06-30,Nacional,Colonia,175,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,175,NHB,Departamental,128,5
2024-06-30,Nacional,Colonia,175,NHB,Departamental,503,2
2024-06-30,Nacional,Colonia,175,NHB,Departamental,828,10
2024-06-30,Nacional,Colonia,175,NHB,Departamental,1919,19
2024-06-30,Nacional,Colonia,175,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,175,NHB,Departamental,3904,26
2024-06-30,Nacional,Colonia,175,NHB,Departamental,4904,3
2024-06-30,Nacional,Colonia,175,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,175,NHB,Departamental,9904,17
2024-06-30,Nacional,Colonia,175,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,175,NHB,Departamental,33904,2
2024-06-30,Nacional,Colonia,176,NHB,Departamental,12,15
2024-06-30,Nacional,Colonia,176,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,176,NHB,Departamental,105,1
2024-06-30,Nacional,Colonia,176,NHB,Departamental,128,10
2024-06-30,Nacional,Colonia,176,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,176,NHB,Departamental,828,5
2024-06-30,Nacional,Colonia,176,NHB,Departamental,1919,22
2024-06-30,Nacional,Colonia,176,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,176,NHB,Departamental,3904,28
2024-06-30,Nacional,Colonia,176,NHB,Departamental,4904,3
2024-06-30,Nacional,Colonia,176,NHB,Departamental,5904,2
2024-06-30,Nacional,Colonia,176,NHB,Departamental,6904,4
2024-06-30,Nacional,Colonia,176,NHB,Departamental,9904,7
2024-06-30,Nacional,Colonia,176,NHB,Departamental,25404,2
2024-06-30,Nacional,Colonia,176,NHB,Departamental,30404,4
2024-06-30,Nacional,Colonia,177,NHB,Departamental,12,18
2024-06-30,Nacional,Colonia,177,NHB,Departamental,32,7
2024-06-30,Nacional,Colonia,177,NHB,Departamental,503,2
2024-06-30,Nacional,Colonia,177,NHB,Departamental,828,10
2024-06-30,Nacional,Colonia,177,NHB,Departamental,1919,19
2024-06-30,Nacional,Colonia,177,NHB,Departamental,2519,2
2024-06-30,Nacional,Colonia,177,NHB,Departamental,2855,1
2024-06-30,Nacional,Colonia,177,NHB,Departamental,3904,30
2024-06-30,Nacional,Colonia,177,NHB,Departamental,4904,3
2024-06-30,Nacional,Colonia,177,NHB,Departamental,6904,3
2024-06-30,Nacional,Colonia,177,NHB,Departamental,9904,15
2024-06-30,Nacional,Colonia,178,NHB,Departamental,12,14
2024-06-30,Nacional,Colonia,178,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,178,NHB,Departamental,105,1
2024-06-30,Nacional,Colonia,178,NHB,Departamental,128,6
2024-06-30,Nacional,Colonia,178,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,178,NHB,Departamental,828,5
2024-06-30,Nacional,Colonia,178,NHB,Departamental,1919,12
2024-06-30,Nacional,Colonia,178,NHB,Departamental,1971,1
2024-06-30,Nacional,Colonia,178,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,178,NHB,Departamental,2855,1
2024-06-30,Nacional,Colonia,178,NHB,Departamental,3904,25
2024-06-30,Nacional,Colonia,178,NHB,Departamental,4904,6
2024-06-30,Nacional,Colonia,178,NHB,Departamental,5904,2
2024-06-30,Nacional,Colonia,178,NHB,Departamental,6904,3
2024-06-30,Nacional,Colonia,178,NHB,Departamental,9904,15
2024-06-30,Nacional,Colonia,178,NHB,Departamental,19250,1
2024-06-30,Nacional,Colonia,178,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,179,NHB,Departamental,12,20
2024-06-30,Nacional,Colonia,179,NHB,Departamental,128,6
2024-06-30,Nacional,Colonia,179,NHB,Departamental,828,6
2024-06-30,Nacional,Colonia,179,NHB,Departamental,1919,15
2024-06-30,Nacional,Colonia,179,NHB,Departamental,2828,3
2024-06-30,Nacional,Colonia,179,NHB,Departamental,2855,3
2024-06-30,Nacional,Colonia,179,NHB,Departamental,3904,20
2024-06-30,Nacional,Colonia,179,NHB,Departamental,4904,7
2024-06-30,Nacional,Colonia,179,NHB,Departamental,6904,3
2024-06-30,Nacional,Colonia,179,NHB,Departamental,9904,12
2024-06-30,Nacional,Colonia,179,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,180,NHB,Departamental,12,17
2024-06-30,Nacional,Colonia,180,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,180,NHB,Departamental,128,7
2024-06-30,Nacional,Colonia,180,NHB,Departamental,503,2
2024-06-30,Nacional,Colonia,180,NHB,Departamental,1919,16
2024-06-30,Nacional,Colonia,180,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,180,NHB,Departamental,3904,34
2024-06-30,Nacional,Colonia,180,NHB,Departamental,4904,8
2024-06-30,Nacional,Colonia,180,NHB,Departamental,5904,2
2024-06-30,Nacional,Colonia,180,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,180,NHB,Departamental,9904,17
2024-06-30,Nacional,Colonia,180,NHB,Departamental,29404,1
2024-06-30,Nacional,Colonia,180,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,180,NHB,Departamental,33904,5
2024-06-30,Nacional,Colonia,181,NHB,Departamental,12,15
2024-06-30,Nacional,Colonia,181,NHB,Departamental,32,2
2024-06-30,Nacional,Colonia,181,NHB,Departamental,128,11
2024-06-30,Nacional,Colonia,181,NHB,Departamental,338,2
2024-06-30,Nacional,Colonia,181,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,181,NHB,Departamental,828,4
2024-06-30,Nacional,Colonia,181,NHB,Departamental,1919,6
2024-06-30,Nacional,Colonia,181,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,181,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,181,NHB,Departamental,2855,2
2024-06-30,Nacional,Colonia,181,NHB,Departamental,3904,31
2024-06-30,Nacional,Colonia,181,NHB,Departamental,4904,3
2024-06-30,Nacional,Colonia,181,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,181,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,181,NHB,Departamental,9904,3
2024-06-30,Nacional,Colonia,181,NHB,Departamental,26404,1
2024-06-30,Nacional,Colonia,181,NHB,Departamental,27404,1
2024-06-30,Nacional,Colonia,182,NHB,Departamental,12,7
2024-06-30,Nacional,Colonia,182,NHB,Departamental,32,2
2024-06-30,Nacional,Colonia,182,NHB,Departamental,105,1
2024-06-30,Nacional,Colonia,182,NHB,Departamental,128,13
2024-06-30,Nacional,Colonia,182,NHB,Departamental,828,3
2024-06-30,Nacional,Colonia,182,NHB,Departamental,1919,17
2024-06-30,Nacional,Colonia,182,NHB,Departamental,2828,4
2024-06-30,Nacional,Colonia,182,NHB,Departamental,2855,3
2024-06-30,Nacional,Colonia,182,NHB,Departamental,3904,31
2024-06-30,Nacional,Colonia,182,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,182,NHB,Departamental,5904,2
2024-06-30,Nacional,Colonia,182,NHB,Departamental,6904,8
2024-06-30,Nacional,Colonia,182,NHB,Departamental,9904,5
2024-06-30,Nacional,Colonia,182,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,182,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,183,NHB,Departamental,12,11
2024-06-30,Nacional,Colonia,183,NHB,Departamental,32,4
2024-06-30,Nacional,Colonia,183,NHB,Departamental,128,9
2024-06-30,Nacional,Colonia,183,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,183,NHB,Departamental,828,2
2024-06-30,Nacional,Colonia,183,NHB,Departamental,1919,11
2024-06-30,Nacional,Colonia,183,NHB,Departamental,2828,1
2024-06-30,Nacional,Colonia,183,NHB,Departamental,2855,2
2024-06-30,Nacional,Colonia,183,NHB,Departamental,3904,26
2024-06-30,Nacional,Colonia,183,NHB,Departamental,4904,4
2024-06-30,Nacional,Colonia,183,NHB,Departamental,9904,14
2024-06-30,Nacional,Colonia,183,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,183,NHB,Departamental,29404,1
2024-06-30,Nacional,Colonia,183,NHB,Departamental,33904,4
2024-06-30,Nacional,Colonia,184,NHB,Departamental,12,11
2024-06-30,Nacional,Colonia,184,NHB,Departamental,32,2
2024-06-30,Nacional,Colonia,184,NHB,Departamental,128,2
2024-06-30,Nacional,Colonia,184,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,184,NHB,Departamental,1919,15
2024-06-30,Nacional,Colonia,184,NHB,Departamental,1971,1
2024-06-30,Nacional,Colonia,184,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,184,NHB,Departamental,2855,6
2024-06-30,Nacional,Colonia,184,NHB,Departamental,3904,15
2024-06-30,Nacional,Colonia,184,NHB,Departamental,4904,4
2024-06-30,Nacional,Colonia,184,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,184,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,184,NHB,Departamental,9904,8
2024-06-30,Nacional,Colonia,184,NHB,Departamental,27404,1
2024-06-30,Nacional,Colonia,184,NHB,Departamental,30404,2
2024-06-30,Nacional,Colonia,184,NHB,Departamental,33904,2
2024-06-30,Nacional,Colonia,185,NHB,Departamental,12,10
2024-06-30,Nacional,Colonia,185,NHB,Departamental,21,2
2024-06-30,Nacional,Colonia,185,NHB,Departamental,32,4
2024-06-30,Nacional,Colonia,185,NHB,Departamental,128,8
2024-06-30,Nacional,Colonia,185,NHB,Departamental,338,1
2024-06-30,Nacional,Colonia,185,NHB,Departamental,828,2
2024-06-30,Nacional,Colonia,185,NHB,Departamental,1919,20
2024-06-30,Nacional,Colonia,185,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,185,NHB,Departamental,3904,21
2024-06-30,Nacional,Colonia,185,NHB,Departamental,4904,4
2024-06-30,Nacional,Colonia,185,NHB,Departamental,6904,3
2024-06-30,Nacional,Colonia,185,NHB,Departamental,9904,13
2024-06-30,Nacional,Colonia,185,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,186,NHB,Departamental,12,8
2024-06-30,Nacional,Colonia,186,NHB,Departamental,32,2
2024-06-30,Nacional,Colonia,186,NHB,Departamental,128,4
2024-06-30,Nacional,Colonia,186,NHB,Departamental,828,3
2024-06-30,Nacional,Colonia,186,NHB,Departamental,1919,11
2024-06-30,Nacional,Colonia,186,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,186,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,186,NHB,Departamental,3904,23
2024-06-30,Nacional,Colonia,186,NHB,Departamental,4904,1
2024-06-30,Nacional,Colonia,186,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,186,NHB,Departamental,6904,1
2024-06-30,Nacional,Colonia,186,NHB,Departamental,9904,8
2024-06-30,Nacional,Colonia,186,NHB,Departamental,25404,2
2024-06-30,Nacional,Colonia,186,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,186,NHB,Departamental,33904,3
2024-06-30,Nacional,Colonia,187,NHB,Departamental,12,2
2024-06-30,Nacional,Colonia,187,NHB,Departamental,105,1
2024-06-30,Nacional,Colonia,187,NHB,Departamental,128,5
2024-06-30,Nacional,Colonia,187,NHB,Departamental,828,3
2024-06-30,Nacional,Colonia,187,NHB,Departamental,1252,1
2024-06-30,Nacional,Colonia,187,NHB,Departamental,1919,10
2024-06-30,Nacional,Colonia,187,NHB,Departamental,2519,2
2024-06-30,Nacional,Colonia,187,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,187,NHB,Departamental,2855,2
2024-06-30,Nacional,Colonia,187,NHB,Departamental,3904,24
2024-06-30,Nacional,Colonia,187,NHB,Departamental,4904,4
2024-06-30,Nacional,Colonia,187,NHB,Departamental,6904,1
2024-06-30,Nacional,Colonia,187,NHB,Departamental,9904,16
2024-06-30,Nacional,Colonia,187,NHB,Departamental,20404,1
2024-06-30,Nacional,Colonia,187,NHB,Departamental,25404,1
2024-06-30,Nacional,Colonia,187,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,12,6
2024-06-30,Nacional,Colonia,188,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,128,4
2024-06-30,Nacional,Colonia,188,NHB,Departamental,828,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,1919,14
2024-06-30,Nacional,Colonia,188,NHB,Departamental,2828,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,2855,5
2024-06-30,Nacional,Colonia,188,NHB,Departamental,3904,18
2024-06-30,Nacional,Colonia,188,NHB,Departamental,4904,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,5904,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,9904,6
2024-06-30,Nacional,Colonia,188,NHB,Departamental,29404,2
2024-06-30,Nacional,Colonia,188,NHB,Departamental,30404,1
2024-06-30,Nacional,Colonia,188,NHB,Departamental,33904,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,12,9
2024-06-30,Nacional,Colonia,189,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,189,NHB,Departamental,128,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,828,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,1252,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,1919,14
2024-06-30,Nacional,Colonia,189,NHB,Departamental,1971,3
2024-06-30,Nacional,Colonia,189,NHB,Departamental,2519,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,2828,2
2024-06-30,Nacional,Colonia,189,NHB,Departamental,2855,1
2024-06-30,Nacional,Colonia,189,NHB,Departamental,3904,26
2024-06-30,Nacional,Colonia,189,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,189,NHB,Departamental,6904,7
2024-06-30,Nacional,Colonia,189,NHB,Departamental,9904,7
2024-06-30,Nacional,Colonia,189,NHB,Departamental,30404,4
2024-06-30,Nacional,Colonia,190,NHB,Departamental,12,6
2024-06-30,Nacional,Colonia,190,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,190,NHB,Departamental,128,10
2024-06-30,Nacional,Colonia,190,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,190,NHB,Departamental,828,3
2024-06-30,Nacional,Colonia,190,NHB,Departamental,1252,1
2024-06-30,Nacional,Colonia,190,NHB,Departamental,1919,12
2024-06-30,Nacional,Colonia,190,NHB,Departamental,1971,1
2024-06-30,Nacional,Colonia,190,NHB,Departamental,2519,5
2024-06-30,Nacional,Colonia,190,NHB,Departamental,3904,17
2024-06-30,Nacional,Colonia,190,NHB,Departamental,4904,2
2024-06-30,Nacional,Colonia,190,NHB,Departamental,5904,2
2024-06-30,Nacional,Colonia,190,NHB,Departamental,6904,2
2024-06-30,Nacional,Colonia,190,NHB,Departamental,9904,8
2024-06-30,Nacional,Colonia,190,NHB,Departamental,20404,1
2024-06-30,Nacional,Colonia,190,NHB,Departamental,33904,3
2024-06-30,Nacional,Colonia,191,NHB,Departamental,12,7
2024-06-30,Nacional,Colonia,191,NHB,Departamental,32,3
2024-06-30,Nacional,Colonia,191,NHB,Departamental,128,8
2024-06-30,Nacional,Colonia,191,NHB,Departamental,503,1
2024-06-30,Nacional,Colonia,191,NHB,Departamental,828,2
2024-06-30,Nacional,Colonia,191,NHB,Departamental,1919,12
2024-06-30,Nacional,Colonia,191,NHB,Departamental,2828,1
2024-06-30,Nacional,Colonia,191,NHB,Departamental,2855,1
2024-06-30,Nacional,Colonia,191,NHB,Departamental,3904,21
2024-06-30,Nacional,Colonia,191,NHB,Departamental,9904,2
2024-06-30,Nacional,Colonia,191,NHB,Departamental,30404,2
2024-06-30,Nacional,Colonia,191,NHB,Departamental,33904,5
2024-06-30,Nacional,Colonia,192,NHB,Departamental,12,3
2024-06-30,Nacional,Colonia,192,NHB,Departamental,32,2
2024-06-30,Nacional,Colonia,192,NHB,Departamental,128,4
2024-06-30,Nacional,Colonia,192,NHB,Departamental,338,1
2024-06-30,Nacional,Colonia,192,NHB,Departamental,828,1
2024-06-30,Nacional,Colonia,192,NHB,Departamental,1919,14
2024-06-30,Nacional,Colonia,192,NHB,Departamental,2828,1
2024-06-30,Nacional,Colonia,192,NHB,Departamental,2855,3
2024-06-30,Nacional,Colonia,192,NHB,Departamental,3904,16
2024-06-30,Nacional,Colonia,192,NHB,Departamental,9904,9
2024-06-30,Nacional,Colonia,192,NHB,Departamental,20404,1
2024-06-30,Nacional,Colonia,192,NHB,Departamental,23404,1
2024-06-30,Nacional,Colonia,192,NHB,Departamental,27404,1
2024-06-30,Nacional,Colonia,193,NHB,Departamental,12,7
2024-06-30,Nacional,Colonia,193,NHB,Departamental,32,1
2024-06-30,Nacional,Colonia,193,NHB,Departamental,128,1
2024-06-30,Nacional,Colonia,193,NHB,Departamental,828,2
2024-06-30,Nacional,Colonia,193,NHB,Departamental,1919,5
2024-06-30,Nacional,Colonia,193,NHB,Departamental,1971,1
