ACTO,CONVOCATORIA,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,38,FAA,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,39,FAA,Departamental,12,3
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,39,FAA,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,40,FAA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,41,FAA,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,42,FAA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,43,FAA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,45,FAA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,46,FAA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,48,FAA,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,48,FAA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,49,FAB,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,51,FAC,Departamental,56,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,53,FAC,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,54,FAD,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,55,FAD,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,56,FAE,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,56,FAE,Departamental,56,4
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,57,FAE,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,58,FAE,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,59,FAF,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,60,FAF,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,61,FBA,Departamental,56,6
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,63,FBA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,64,FBA,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,65,FBA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,66,FBA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,68,FBA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,69,FBA,Departamental,56,3
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,70,FBA,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,71,FBB,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,73,FBC,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,74,FBC,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,76,FBC,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,77,FBD,Departamental,56,3
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,78,FBE,Departamental,56,9
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,79,FBE,Departamental,56,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,79,FBE,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,80,FBE,Departamental,56,9
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,80,FBE,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,81,FBF,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,87,FCE,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,89,FDA,Departamental,488,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,90,FDA,Departamental,488,9
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,91,FDA,Departamental,488,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,92,FDA,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,92,FDA,Departamental,488,8
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,93,FDA,Departamental,488,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,94,FDA,Departamental,488,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,96,FDA,Departamental,488,4
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,97,FDB,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,98,FDB,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,103,FDB,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,106,FDD,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,107,FDE,Departamental,56,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,109,FEA,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,110,FEA,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,112,FEA,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,113,FEB,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,117,FEF,Departamental,12,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,117,FEF,Departamental,56,5
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,118,FEF,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,119,FEF,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,119,FEF,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,120,FEF,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,120,FEF,Departamental,56,3
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,121,FEF,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,121,FEF,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,122,FEF,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,125,FEF,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,125,FEF,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,126,FEF,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,127,FEF,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,127,FEF,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,128,FEF,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,128,FEF,Departamental,56,2
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,132,FEF,Departamental,56,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,9001,FZZ,Departamental,488,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,9002,FZZ,Departamental,12,1
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,9002,FZZ,Departamental,56,4
2024-06-30,Cabildo_Abierto_O.D.D.,Treinta y Tres,9002,FZZ,Departamental,488,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,190,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,195,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,311,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,1609,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,1624,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,2001,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,1,FAA,Departamental,402121,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,190,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,195,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,777,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,1609,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,1624,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,1789,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,3727,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,2,FAA,Departamental,402121,7
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,190,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,195,13
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,311,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,1609,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,1624,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,1789,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,2001,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,3,FAA,Departamental,402121,13
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,190,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,195,13
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,311,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,1609,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,1789,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,2001,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,3727,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,4,FAA,Departamental,402121,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,190,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,195,10
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,311,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,1609,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,1624,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,2001,6
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,5,FAA,Departamental,402121,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,190,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,195,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,311,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,1609,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,1789,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,2001,7
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,6,FAA,Departamental,402121,17
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,190,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,195,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,311,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,1609,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,1624,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,1789,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,2001,6
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,3727,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,7,FAA,Departamental,402121,20
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,190,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,195,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,311,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,1609,6
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,1789,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,2001,8
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,8,FAA,Departamental,402121,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,190,6
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,195,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,311,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,1609,7
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,2001,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,9,FAA,Departamental,402121,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,190,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,195,14
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,311,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,1609,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,2001,6
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,3727,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,10,FAA,Departamental,402121,13
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,190,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,195,10
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,311,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,777,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,1609,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,1624,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,2001,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,3727,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,11,FAA,Departamental,402121,10
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,190,7
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,195,8
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,311,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,1609,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,1789,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,2001,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,12,FAA,Departamental,402121,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,190,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,195,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,311,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,1609,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,1624,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,1789,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,2001,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,13,FAA,Departamental,402121,12
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,190,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,195,12
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,311,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,777,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,1609,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,1789,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,2001,8
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,14,FAA,Departamental,402121,10
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,190,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,195,8
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,311,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,1609,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,1789,3
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,2001,7
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,15,FAA,Departamental,402121,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,190,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,195,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,311,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,1789,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,2001,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,16,FAA,Departamental,402121,11
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,190,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,195,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,311,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,1609,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,1789,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,2001,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,17,FAA,Departamental,402121,10
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,190,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,195,7
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,311,2
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,777,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,1609,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,1789,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,2001,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,3727,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,18,FAA,Departamental,402121,9
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,19,FAA,Departamental,190,4
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,19,FAA,Departamental,195,5
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,19,FAA,Departamental,311,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,19,FAA,Departamental,1441,1
2024-06-30,Frente_Amplio_-_O.D.D.,Treinta y Tres,19,FAA,Departamental,1609,2
