PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS
Frente Amplio,Canelones,796,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,796,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8009,1
Frente Amplio,Canelones,796,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,3
Frente Amplio,Canelones,796,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,2
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,9
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,6
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,3
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,797,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,10
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,15
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,3
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,3
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8704,1
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,798,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,6
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,18
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,6
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,2
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,799,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,6
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,6
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,2
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",41090,1
Frente Amplio,Canelones,800,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,2
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,19
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,7
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8704,1
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",41090,1
Frente Amplio,Canelones,801,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,9
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,12
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,12
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,4
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8009,1
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,3
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",80008,1
Frente Amplio,Canelones,802,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,10
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,6
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",80008,1
Frente Amplio,Canelones,803,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,8
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,12
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,804,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,4
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,6
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,3
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,10
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,3
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,3
Frente Amplio,Canelones,805,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,5
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,7
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,2
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,3
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,4
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,806,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",41090,1
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,8
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,4
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,12
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,4
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,2
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,807,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,9
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,1
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,4
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8704,1
Frente Amplio,Canelones,808,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,9
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,10
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,4
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,2
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,3
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",80008,1
Frente Amplio,Canelones,809,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",172030,1
Frente Amplio,Canelones,810,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
Frente Amplio,Canelones,810,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,4
Frente Amplio,Canelones,810,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,810,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,3
Frente Amplio,Canelones,810,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,810,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,3
Frente Amplio,Canelones,811,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,811,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,811,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,811,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,811,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,6
Frente Amplio,Canelones,811,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,3
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,10
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,3
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,3
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",80008,1
Frente Amplio,Canelones,812,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,8
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,15
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,5
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",4545,1
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,813,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,5
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,2
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,5
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,2
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,2
Frente Amplio,Canelones,814,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,1
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,15
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,7
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,3
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,815,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,1
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,2
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,25
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,3
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,3
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",4545,2
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,816,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,4
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,14
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,3
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,817,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8009,1
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,2
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,12
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,5
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,2
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,818,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",172030,1
Frente Amplio,Canelones,819,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,819,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,3
Frente Amplio,Canelones,819,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,819,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,819,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,12
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,4
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8704,1
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,820,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,3
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,3
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,19
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,2
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,2
Frente Amplio,Canelones,821,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,15
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,7
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,822,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,2
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,3
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,3
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,3
Frente Amplio,Canelones,823,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",80008,1
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,8
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,4
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,11
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,4
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,2
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
Frente Amplio,Canelones,824,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,1
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,2
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",4545,1
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",8704,1
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,7
Frente Amplio,Canelones,825,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,2
Frente Amplio,Canelones,826,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,8
Frente Amplio,Canelones,826,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,12
Frente Amplio,Canelones,826,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,5
Frente Amplio,Canelones,826,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,4
Frente Amplio,Canelones,826,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,4
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,7
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,13
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,10
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",4545,3
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5640,1
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",9393,6
Frente Amplio,Canelones,827,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",99000,3
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,8
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
Frente Amplio,Canelones,828,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",41090,1
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,2
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",817,1
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1001,6
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1358,5
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",1808,4
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
Frente Amplio,Canelones,829,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
Frente Amplio,Canelones,830,CMG,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
